"DATE,""PRCP"",""TMAX"",""TMIN"",""RAIN"""
"1956-01-01,0.28,43,33,""TRUE"""
"1956-01-02,0.88,42,35,""TRUE"""
"1956-01-03,0.95,43,39,""TRUE"""
"1956-01-04,0.95,48,36,""TRUE"""
"1956-01-05,0.34,52,37,""TRUE"""
"1956-01-06,1.22,47,34,""TRUE"""
"1956-01-07,0.13,43,31,""TRUE"""
"1956-01-08,0.09,44,31,""TRUE"""
"1956-01-09,0.11,44,37,""TRUE"""
"1956-01-10,0.09,46,35,""TRUE"""
"1956-01-11,0,56,40,""FALSE"""
"1956-01-12,0.34,55,39,""TRUE"""
"1956-01-13,0.03,45,36,""TRUE"""
"1956-01-14,0.61,43,35,""TRUE"""
"1956-01-15,0.89,50,40,""TRUE"""
"1956-01-16,0.05,47,40,""TRUE"""
"1956-01-17,0.13,48,38,""TRUE"""
"1956-01-18,0.06,48,37,""TRUE"""
"1956-01-19,0.38,47,38,""TRUE"""
"1956-01-20,0.11,47,41,""TRUE"""
"1956-01-21,0.34,46,40,""TRUE"""
"1956-01-22,0.3,51,41,""TRUE"""
"1956-01-23,0.29,44,33,""TRUE"""
"1956-01-24,0.02,41,31,""TRUE"""
"1956-01-25,0,42,29,""FALSE"""
"1956-01-26,0,38,28,""FALSE"""
"1956-01-27,0,36,23,""FALSE"""
"1956-01-28,0.08,36,28,""TRUE"""
"1956-01-29,0,34,23,""FALSE"""
"1956-01-30,0,33,17,""FALSE"""
"1956-01-31,0,35,17,""FALSE"""
"1956-02-01,0,40,19,""FALSE"""
"1956-02-02,0,38,21,""FALSE"""
"1956-02-03,0,45,29,""FALSE"""
"1956-02-04,0.12,39,32,""TRUE"""
"1956-02-05,0.05,41,38,""TRUE"""
"1956-02-06,0.02,42,37,""TRUE"""
"1956-02-07,0.02,46,32,""TRUE"""
"1956-02-08,0,42,27,""FALSE"""
"1956-02-09,0,40,28,""FALSE"""
"1956-02-10,0.03,42,38,""TRUE"""
"1956-02-11,0.02,46,40,""TRUE"""
"1956-02-12,0,44,35,""FALSE"""
"1956-02-13,0.01,39,28,""TRUE"""
"1956-02-14,0.23,40,24,""TRUE"""
"1956-02-15,0,24,13,""FALSE"""
"1956-02-16,0.03,25,13,""TRUE"""
"1956-02-17,0.12,33,25,""TRUE"""
"1956-02-18,0,41,28,""FALSE"""
"1956-02-19,0,45,35,""FALSE"""
"1956-02-20,0.17,46,35,""TRUE"""
"1956-02-21,0.47,43,31,""TRUE"""
"1956-02-22,0.05,43,31,""TRUE"""
"1956-02-23,0.29,36,30,""TRUE"""
"1956-02-24,0.1,41,34,""TRUE"""
"1956-02-25,0,44,36,""FALSE"""
"1956-02-26,0.23,40,33,""TRUE"""
"1956-02-27,0.07,46,35,""TRUE"""
"1956-02-28,0.05,47,42,""TRUE"""
"1956-02-29,0.09,43,37,""TRUE"""
"1956-03-01,0.16,46,41,""TRUE"""
"1956-03-02,0.45,49,36,""TRUE"""
"1956-03-03,0.28,40,32,""TRUE"""
"1956-03-04,0.14,40,31,""TRUE"""
"1956-03-05,0.01,39,30,""TRUE"""
"1956-03-06,0,43,29,""FALSE"""
"1956-03-07,0.61,41,35,""TRUE"""
"1956-03-08,0,43,34,""FALSE"""
"1956-03-09,0.14,40,28,""TRUE"""
"1956-03-10,0.02,39,20,""TRUE"""
"1956-03-11,0,43,23,""FALSE"""
"1956-03-12,0,40,25,""FALSE"""
"1956-03-13,0,43,34,""FALSE"""
"1956-03-14,0,48,32,""FALSE"""
"1956-03-15,0,54,30,""FALSE"""
"1956-03-16,0,55,30,""FALSE"""
"1956-03-17,0,62,34,""FALSE"""
"1956-03-18,0,66,33,""FALSE"""
"1956-03-19,0,48,37,""FALSE"""
"1956-03-20,0.28,45,36,""TRUE"""
"1956-03-21,0.31,55,43,""TRUE"""
"1956-03-22,0.28,50,40,""TRUE"""
"1956-03-23,0.55,49,40,""TRUE"""
"1956-03-24,0.21,49,39,""TRUE"""
"1956-03-25,0.49,50,38,""TRUE"""
"1956-03-26,0.02,48,35,""TRUE"""
"1956-03-27,0,50,35,""FALSE"""
"1956-03-28,0.44,51,40,""TRUE"""
"1956-03-29,0.17,48,42,""TRUE"""
"1956-03-30,0.36,48,39,""TRUE"""
"1956-03-31,0.03,51,37,""TRUE"""
"1956-04-01,0.01,51,35,""TRUE"""
"1956-04-02,0.03,50,38,""TRUE"""
"1956-04-03,0,48,38,""FALSE"""
"1956-04-04,0,51,36,""FALSE"""
"1956-04-05,0,50,33,""FALSE"""
"1956-04-06,0.1,54,31,""TRUE"""
"1956-04-07,0.18,53,40,""TRUE"""
"1956-04-08,0,55,37,""FALSE"""
"1956-04-09,0,61,37,""FALSE"""
"1956-04-10,0,68,42,""FALSE"""
"1956-04-11,0,63,43,""FALSE"""
"1956-04-12,0,66,40,""FALSE"""
"1956-04-13,0,67,38,""FALSE"""
"1956-04-14,0,50,43,""FALSE"""
"1956-04-15,0.01,58,42,""TRUE"""
"1956-04-16,0,55,36,""FALSE"""
"1956-04-17,0,62,34,""FALSE"""
"1956-04-18,0,67,38,""FALSE"""
"1956-04-19,0,74,42,""FALSE"""
"1956-04-20,0,73,45,""FALSE"""
"1956-04-21,0,65,46,""FALSE"""
"1956-04-22,0,62,45,""FALSE"""
"1956-04-23,0,61,37,""FALSE"""
"1956-04-24,0,66,40,""FALSE"""
"1956-04-25,0,68,41,""FALSE"""
"1956-04-26,0,65,40,""FALSE"""
"1956-04-27,0,55,40,""FALSE"""
"1956-04-28,0,57,45,""FALSE"""
"1956-04-29,0,57,43,""FALSE"""
"1956-04-30,0,62,37,""FALSE"""
"1956-05-01,0,56,42,""FALSE"""
"1956-05-02,0,57,44,""FALSE"""
"1956-05-03,0,61,45,""FALSE"""
"1956-05-04,0.14,53,48,""TRUE"""
"1956-05-05,0.05,63,47,""TRUE"""
"1956-05-06,0,67,44,""FALSE"""
"1956-05-07,0,70,44,""FALSE"""
"1956-05-08,0,70,46,""FALSE"""
"1956-05-09,0,66,46,""FALSE"""
"1956-05-10,0.18,56,42,""TRUE"""
"1956-05-11,0.02,57,38,""TRUE"""
"1956-05-12,0,59,41,""FALSE"""
"1956-05-13,0,65,37,""FALSE"""
"1956-05-14,0,68,45,""FALSE"""
"1956-05-15,0,75,44,""FALSE"""
"1956-05-16,0,77,48,""FALSE"""
"1956-05-17,0,85,51,""FALSE"""
"1956-05-18,0,85,54,""FALSE"""
"1956-05-19,0,67,53,""FALSE"""
"1956-05-20,0,66,51,""FALSE"""
"1956-05-21,0,68,47,""FALSE"""
"1956-05-22,0,79,46,""FALSE"""
"1956-05-23,0,66,49,""FALSE"""
"1956-05-24,0,67,50,""FALSE"""
"1956-05-25,0,70,47,""FALSE"""
"1956-05-26,0.44,55,48,""TRUE"""
"1956-05-27,0,63,45,""FALSE"""
"1956-05-28,0,68,42,""FALSE"""
"1956-05-29,0,75,46,""FALSE"""
"1956-05-30,0,87,54,""FALSE"""
"1956-05-31,0,62,54,""FALSE"""
"1956-06-01,0,64,53,""FALSE"""
"1956-06-02,0,68,52,""FALSE"""
"1956-06-03,0.45,55,48,""TRUE"""
"1956-06-04,0.02,59,46,""TRUE"""
"1956-06-05,0,60,45,""FALSE"""
"1956-06-06,0.16,56,46,""TRUE"""
"1956-06-07,0.11,62,47,""TRUE"""
"1956-06-08,0.5,63,55,""TRUE"""
"1956-06-09,0.25,60,50,""TRUE"""
"1956-06-10,0.43,59,46,""TRUE"""
"1956-06-11,0,65,42,""FALSE"""
"1956-06-12,0,67,48,""FALSE"""
"1956-06-13,0.02,65,48,""TRUE"""
"1956-06-14,0,68,53,""FALSE"""
"1956-06-15,0,59,51,""FALSE"""
"1956-06-16,0.21,66,50,""TRUE"""
"1956-06-17,0,67,49,""FALSE"""
"1956-06-18,0.17,70,50,""TRUE"""
"1956-06-19,0.15,61,51,""TRUE"""
"1956-06-20,0,59,49,""FALSE"""
"1956-06-21,0,68,49,""FALSE"""
"1956-06-22,0,70,51,""FALSE"""
"1956-06-23,0,64,48,""FALSE"""
"1956-06-24,0,65,49,""FALSE"""
"1956-06-25,0,66,45,""FALSE"""
"1956-06-26,0,77,56,""FALSE"""
"1956-06-27,0,72,51,""FALSE"""
"1956-06-28,0,69,49,""FALSE"""
"1956-06-29,0,65,49,""FALSE"""
"1956-06-30,0,69,49,""FALSE"""
"1956-07-01,0,74,48,""FALSE"""
"1956-07-02,0,65,53,""FALSE"""
"1956-07-03,0,66,51,""FALSE"""
"1956-07-04,0.03,72,52,""TRUE"""
"1956-07-05,0.29,66,54,""TRUE"""
"1956-07-06,0,68,52,""FALSE"""
"1956-07-07,0,74,51,""FALSE"""
"1956-07-08,0,85,55,""FALSE"""
"1956-07-09,0,81,60,""FALSE"""
"1956-07-10,0,70,56,""FALSE"""
"1956-07-11,0,71,54,""FALSE"""
"1956-07-12,0,80,54,""FALSE"""
"1956-07-13,0,70,55,""FALSE"""
"1956-07-14,0.01,68,52,""TRUE"""
"1956-07-15,0,73,55,""FALSE"""
"1956-07-16,0,79,54,""FALSE"""
"1956-07-17,0,83,53,""FALSE"""
"1956-07-18,0,89,54,""FALSE"""
"1956-07-19,0,94,63,""FALSE"""
"1956-07-20,0,85,61,""FALSE"""
"1956-07-21,0,80,58,""FALSE"""
"1956-07-22,0,81,54,""FALSE"""
"1956-07-23,0,82,59,""FALSE"""
"1956-07-24,0,83,55,""FALSE"""
"1956-07-25,0,74,56,""FALSE"""
"1956-07-26,0,75,51,""FALSE"""
"1956-07-27,0,70,46,""FALSE"""
"1956-07-28,0,75,48,""FALSE"""
"1956-07-29,0,72,49,""FALSE"""
"1956-07-30,0,68,50,""FALSE"""
"1956-07-31,0,68,51,""FALSE"""
"1956-08-01,0,67,51,""FALSE"""
"1956-08-02,0.49,54,50,""TRUE"""
"1956-08-03,0,68,46,""FALSE"""
"1956-08-04,0,73,49,""FALSE"""
"1956-08-05,0,77,50,""FALSE"""
"1956-08-06,0,77,50,""FALSE"""
"1956-08-07,0,76,50,""FALSE"""
"1956-08-08,0,79,50,""FALSE"""
"1956-08-09,0,75,51,""FALSE"""
"1956-08-10,0,67,51,""FALSE"""
"1956-08-11,0,75,48,""FALSE"""
"1956-08-12,0,87,56,""FALSE"""
"1956-08-13,0,69,55,""FALSE"""
"1956-08-14,0,65,58,""FALSE"""
"1956-08-15,0.01,64,55,""TRUE"""
"1956-08-16,0,74,56,""FALSE"""
"1956-08-17,0,78,50,""FALSE"""
"1956-08-18,0,87,54,""FALSE"""
"1956-08-19,0,80,54,""FALSE"""
"1956-08-20,0,80,54,""FALSE"""
"1956-08-21,0,83,53,""FALSE"""
"1956-08-22,0,86,55,""FALSE"""
"1956-08-23,0,73,57,""FALSE"""
"1956-08-24,0,76,62,""FALSE"""
"1956-08-25,0.14,64,53,""TRUE"""
"1956-08-26,0.1,65,53,""TRUE"""
"1956-08-27,0.02,67,55,""TRUE"""
"1956-08-28,0,72,50,""FALSE"""
"1956-08-29,0,68,54,""FALSE"""
"1956-08-30,0,72,46,""FALSE"""
"1956-08-31,0,80,47,""FALSE"""
"1956-09-01,0,68,54,""FALSE"""
"1956-09-02,0,68,45,""FALSE"""
"1956-09-03,0,69,45,""FALSE"""
"1956-09-04,0,73,44,""FALSE"""
"1956-09-05,0,78,54,""FALSE"""
"1956-09-06,0,86,48,""FALSE"""
"1956-09-07,0,68,50,""FALSE"""
"1956-09-08,0,74,47,""FALSE"""
"1956-09-09,0.11,65,49,""TRUE"""
"1956-09-10,0.33,67,56,""TRUE"""
"1956-09-11,0.58,67,52,""TRUE"""
"1956-09-12,0,66,50,""FALSE"""
"1956-09-13,0,71,49,""FALSE"""
"1956-09-14,0,69,47,""FALSE"""
"1956-09-15,0,57,51,""FALSE"""
"1956-09-16,0,66,53,""FALSE"""
"1956-09-17,0,58,48,""FALSE"""
"1956-09-18,0,58,49,""FALSE"""
"1956-09-19,0,64,48,""FALSE"""
"1956-09-20,0.03,65,50,""TRUE"""
"1956-09-21,0,65,48,""FALSE"""
"1956-09-22,0,65,40,""FALSE"""
"1956-09-23,0.03,69,43,""TRUE"""
"1956-09-24,0.01,70,57,""TRUE"""
"1956-09-25,0.45,67,58,""TRUE"""
"1956-09-26,0.48,61,50,""TRUE"""
"1956-09-27,0,59,47,""FALSE"""
"1956-09-28,0.09,63,48,""TRUE"""
"1956-09-29,0.31,58,51,""TRUE"""
"1956-09-30,0,62,47,""FALSE"""
"1956-10-01,0,62,44,""FALSE"""
"1956-10-02,0.08,60,46,""TRUE"""
"1956-10-03,0,63,40,""FALSE"""
"1956-10-04,0.01,58,50,""TRUE"""
"1956-10-05,0,62,41,""FALSE"""
"1956-10-06,0,65,44,""FALSE"""
"1956-10-07,0,68,50,""FALSE"""
"1956-10-08,0,63,51,""FALSE"""
"1956-10-09,0.01,66,55,""TRUE"""
"1956-10-10,0.16,62,48,""TRUE"""
"1956-10-11,0.01,54,46,""TRUE"""
"1956-10-12,0,53,44,""FALSE"""
"1956-10-13,0,53,41,""FALSE"""
"1956-10-14,0.41,56,48,""TRUE"""
"1956-10-15,0.78,59,52,""TRUE"""
"1956-10-16,0.15,58,50,""TRUE"""
"1956-10-17,0.84,62,45,""TRUE"""
"1956-10-18,0.35,49,42,""TRUE"""
"1956-10-19,0.12,59,40,""TRUE"""
"1956-10-20,1.27,57,47,""TRUE"""
"1956-10-21,0.14,54,42,""TRUE"""
"1956-10-22,0.4,52,39,""TRUE"""
"1956-10-23,0.22,46,35,""TRUE"""
"1956-10-24,0.16,48,35,""TRUE"""
"1956-10-25,0.06,53,43,""TRUE"""
"1956-10-26,0.21,50,40,""TRUE"""
"1956-10-27,0.15,45,36,""TRUE"""
"1956-10-28,0.17,47,32,""TRUE"""
"1956-10-29,0.49,49,41,""TRUE"""
"1956-10-30,0.45,45,38,""TRUE"""
"1956-10-31,0.07,45,38,""TRUE"""
"1956-11-01,0,44,37,""FALSE"""
"1956-11-02,0,51,38,""FALSE"""
"1956-11-03,0,55,44,""FALSE"""
"1956-11-04,0,52,45,""FALSE"""
"1956-11-05,0.05,51,45,""TRUE"""
"1956-11-06,0.01,50,45,""TRUE"""
"1956-11-07,0,55,43,""FALSE"""
"1956-11-08,0,57,39,""FALSE"""
"1956-11-09,0,58,41,""FALSE"""
"1956-11-10,0.16,51,48,""TRUE"""
"1956-11-11,0,50,46,""FALSE"""
"1956-11-12,0.01,52,44,""TRUE"""
"1956-11-13,0,46,35,""FALSE"""
"1956-11-14,0.08,43,32,""TRUE"""
"1956-11-15,0.26,47,39,""TRUE"""
"1956-11-16,0.87,51,38,""TRUE"""
"1956-11-17,0,47,36,""FALSE"""
"1956-11-18,0.15,41,31,""TRUE"""
"1956-11-19,0,41,26,""FALSE"""
"1956-11-20,0,46,29,""FALSE"""
"1956-11-21,0,49,35,""FALSE"""
"1956-11-22,0,40,35,""FALSE"""
"1956-11-23,0,55,33,""FALSE"""
"1956-11-24,0,50,31,""FALSE"""
"1956-11-25,0,38,31,""FALSE"""
"1956-11-26,0,38,33,""FALSE"""
"1956-11-27,0,41,31,""FALSE"""
"1956-11-28,0,51,33,""FALSE"""
"1956-11-29,0,50,28,""FALSE"""
"1956-11-30,0,50,36,""FALSE"""
"1956-12-01,0,39,31,""FALSE"""
"1956-12-02,0.11,50,35,""TRUE"""
"1956-12-03,0.38,52,36,""TRUE"""
"1956-12-04,0.06,40,29,""TRUE"""
"1956-12-05,0.28,29,23,""TRUE"""
"1956-12-06,0,28,19,""FALSE"""
"1956-12-07,0,35,20,""FALSE"""
"1956-12-08,0.69,45,29,""TRUE"""
"1956-12-09,1.78,54,44,""TRUE"""
"1956-12-10,0.16,54,43,""TRUE"""
"1956-12-11,0.51,43,39,""TRUE"""
"1956-12-12,0.14,51,40,""TRUE"""
"1956-12-13,0.12,50,45,""TRUE"""
"1956-12-14,0,49,45,""FALSE"""
"1956-12-15,0.13,50,45,""TRUE"""
"1956-12-16,0.01,47,42,""TRUE"""
"1956-12-17,0.42,51,42,""TRUE"""
"1956-12-18,0.07,49,45,""TRUE"""
"1956-12-19,0,50,39,""FALSE"""
"1956-12-20,0.35,47,38,""TRUE"""
"1956-12-21,0,43,35,""FALSE"""
"1956-12-22,0.1,41,37,""TRUE"""
"1956-12-23,0.27,50,39,""TRUE"""
"1956-12-24,0,52,35,""FALSE"""
"1956-12-25,0,49,29,""FALSE"""
"1956-12-26,0,47,30,""FALSE"""
"1956-12-27,0,40,30,""FALSE"""
"1956-12-28,0,36,32,""FALSE"""
"1956-12-29,0,34,30,""FALSE"""
"1956-12-30,0.04,44,30,""TRUE"""
"1956-12-31,0,50,39,""FALSE"""
"1957-01-01,0.15,46,40,""TRUE"""
"1957-01-02,0.01,43,38,""TRUE"""
"1957-01-03,0.01,42,36,""TRUE"""
"1957-01-04,0,41,33,""FALSE"""
"1957-01-05,0,39,25,""FALSE"""
"1957-01-06,0.13,39,31,""TRUE"""
"1957-01-07,0.41,40,32,""TRUE"""
"1957-01-08,0.21,36,32,""TRUE"""
"1957-01-09,0.05,38,31,""TRUE"""
"1957-01-10,0.09,43,36,""TRUE"""
"1957-01-11,0.59,49,36,""TRUE"""
"1957-01-12,0,47,32,""FALSE"""
"1957-01-13,0,41,30,""FALSE"""
"1957-01-14,0.12,38,29,""TRUE"""
"1957-01-15,0,37,30,""FALSE"""
"1957-01-16,0,39,27,""FALSE"""
"1957-01-17,0,44,29,""FALSE"""
"1957-01-18,0,39,25,""FALSE"""
"1957-01-19,0.31,33,29,""TRUE"""
"1957-01-20,0.12,35,20,""TRUE"""
"1957-01-21,0,33,22,""FALSE"""
"1957-01-22,0.06,34,29,""TRUE"""
"1957-01-23,0.02,33,20,""TRUE"""
"1957-01-24,0,28,15,""FALSE"""
"1957-01-25,0,25,16,""FALSE"""
"1957-01-26,0,28,9,""FALSE"""
"1957-01-27,0,30,11,""FALSE"""
"1957-01-28,0,37,16,""FALSE"""
"1957-01-29,0,36,23,""FALSE"""
"1957-01-30,0.13,39,27,""TRUE"""
"1957-01-31,0,42,37,""FALSE"""
"1957-02-01,0.11,37,28,""TRUE"""
"1957-02-02,0,36,21,""FALSE"""
"1957-02-03,0.03,40,31,""TRUE"""
"1957-02-04,0.2,41,37,""TRUE"""
"1957-02-05,0.45,42,38,""TRUE"""
"1957-02-06,0.01,41,36,""TRUE"""
"1957-02-07,0.03,41,30,""TRUE"""
"1957-02-08,0.44,42,32,""TRUE"""
"1957-02-09,0.04,45,35,""TRUE"""
"1957-02-10,0.22,44,34,""TRUE"""
"1957-02-11,0.03,46,36,""TRUE"""
"1957-02-12,0,54,37,""FALSE"""
"1957-02-13,0,45,35,""FALSE"""
"1957-02-14,0,44,33,""FALSE"""
"1957-02-15,0,47,36,""FALSE"""
"1957-02-16,0,54,34,""FALSE"""
"1957-02-17,0,55,36,""FALSE"""
"1957-02-18,0,52,30,""FALSE"""
"1957-02-19,0.4,38,30,""TRUE"""
"1957-02-20,0.03,34,27,""TRUE"""
"1957-02-21,0,40,25,""FALSE"""
"1957-02-22,0.64,35,30,""TRUE"""
"1957-02-23,0.86,53,32,""TRUE"""
"1957-02-24,1.11,55,35,""TRUE"""
"1957-02-25,0.78,56,36,""TRUE"""
"1957-02-26,0.19,54,45,""TRUE"""
"1957-02-27,0,51,40,""FALSE"""
"1957-02-28,0,55,36,""FALSE"""
"1957-03-01,0,58,38,""FALSE"""
"1957-03-02,0.14,47,41,""TRUE"""
"1957-03-03,0,51,39,""FALSE"""
"1957-03-04,0.56,49,36,""TRUE"""
"1957-03-05,0.53,50,39,""TRUE"""
"1957-03-06,0.53,47,38,""TRUE"""
"1957-03-07,0.29,50,43,""TRUE"""
"1957-03-08,1.01,48,43,""TRUE"""
"1957-03-09,0.27,47,40,""TRUE"""
"1957-03-10,0.28,49,38,""TRUE"""
"1957-03-11,0.03,50,38,""TRUE"""
"1957-03-12,0.22,44,33,""TRUE"""
"1957-03-13,0,47,33,""FALSE"""
"1957-03-14,0.56,43,39,""TRUE"""
"1957-03-15,0.22,45,40,""TRUE"""
"1957-03-16,0.18,45,38,""TRUE"""
"1957-03-17,0.01,51,40,""TRUE"""
"1957-03-18,0,55,33,""FALSE"""
"1957-03-19,0.03,59,37,""TRUE"""
"1957-03-20,0.33,48,38,""TRUE"""
"1957-03-21,0,46,36,""FALSE"""
"1957-03-22,0,49,38,""FALSE"""
"1957-03-23,0.16,51,36,""TRUE"""
"1957-03-24,0.04,51,39,""TRUE"""
"1957-03-25,0,50,37,""FALSE"""
"1957-03-26,0,52,37,""FALSE"""
"1957-03-27,0,56,36,""FALSE"""
"1957-03-28,0.09,55,38,""TRUE"""
"1957-03-29,0.2,58,45,""TRUE"""
"1957-03-30,0.39,55,44,""TRUE"""
"1957-03-31,0.19,54,43,""TRUE"""
"1957-04-01,0,55,39,""FALSE"""
"1957-04-02,0.23,49,43,""TRUE"""
"1957-04-03,0.01,53,44,""TRUE"""
"1957-04-04,0.35,53,45,""TRUE"""
"1957-04-05,0.09,50,40,""TRUE"""
"1957-04-06,0.08,50,36,""TRUE"""
"1957-04-07,0,54,35,""FALSE"""
"1957-04-08,0,60,40,""FALSE"""
"1957-04-09,0,65,37,""FALSE"""
"1957-04-10,0,54,44,""FALSE"""
"1957-04-11,0.06,56,45,""TRUE"""
"1957-04-12,0.33,56,44,""TRUE"""
"1957-04-13,0.04,62,45,""TRUE"""
"1957-04-14,0.44,58,43,""TRUE"""
"1957-04-15,0.01,54,42,""TRUE"""
"1957-04-16,0,61,39,""FALSE"""
"1957-04-17,0,62,44,""FALSE"""
"1957-04-18,0.11,54,45,""TRUE"""
"1957-04-19,0,54,43,""FALSE"""
"1957-04-20,0,59,37,""FALSE"""
"1957-04-21,0,53,38,""FALSE"""
"1957-04-22,0,59,43,""FALSE"""
"1957-04-23,0.44,52,39,""TRUE"""
"1957-04-24,0,56,37,""FALSE"""
"1957-04-25,0.01,51,43,""TRUE"""
"1957-04-26,0.02,59,45,""TRUE"""
"1957-04-27,0,66,47,""FALSE"""
"1957-04-28,0,73,47,""FALSE"""
"1957-04-29,0,75,51,""FALSE"""
"1957-04-30,0.01,72,52,""TRUE"""
"1957-05-01,0,58,51,""FALSE"""
"1957-05-02,0.01,60,49,""TRUE"""
"1957-05-03,0,66,44,""FALSE"""
"1957-05-04,0,70,48,""FALSE"""
"1957-05-05,0,72,49,""FALSE"""
"1957-05-06,0,79,52,""FALSE"""
"1957-05-07,0,71,51,""FALSE"""
"1957-05-08,0,63,52,""FALSE"""
"1957-05-09,0.09,57,51,""TRUE"""
"1957-05-10,0,62,50,""FALSE"""
"1957-05-11,0,61,51,""FALSE"""
"1957-05-12,0,65,49,""FALSE"""
"1957-05-13,0.02,68,49,""TRUE"""
"1957-05-14,0,68,47,""FALSE"""
"1957-05-15,0,69,50,""FALSE"""
"1957-05-16,0,73,48,""FALSE"""
"1957-05-17,0.2,67,49,""TRUE"""
"1957-05-18,0.35,67,50,""TRUE"""
"1957-05-19,0,62,47,""FALSE"""
"1957-05-20,0.02,57,48,""TRUE"""
"1957-05-21,0.34,55,47,""TRUE"""
"1957-05-22,0.14,59,47,""TRUE"""
"1957-05-23,0,60,50,""FALSE"""
"1957-05-24,0,69,48,""FALSE"""
"1957-05-25,0,66,48,""FALSE"""
"1957-05-26,0,67,46,""FALSE"""
"1957-05-27,0,70,50,""FALSE"""
"1957-05-28,0,76,49,""FALSE"""
"1957-05-29,0,80,50,""FALSE"""
"1957-05-30,0,80,51,""FALSE"""
"1957-05-31,0,69,54,""FALSE"""
"1957-06-01,0,74,55,""FALSE"""
"1957-06-02,0,74,52,""FALSE"""
"1957-06-03,0,75,50,""FALSE"""
"1957-06-04,0,76,52,""FALSE"""
"1957-06-05,0.25,76,55,""TRUE"""
"1957-06-06,0.01,64,54,""TRUE"""
"1957-06-07,0,68,53,""FALSE"""
"1957-06-08,0.03,65,53,""TRUE"""
"1957-06-09,0.04,69,53,""TRUE"""
"1957-06-10,0,69,53,""FALSE"""
"1957-06-11,0.48,67,54,""TRUE"""
"1957-06-12,0,64,52,""FALSE"""
"1957-06-13,0.08,62,50,""TRUE"""
"1957-06-14,0,62,48,""FALSE"""
"1957-06-15,0,68,51,""FALSE"""
"1957-06-16,0,74,47,""FALSE"""
"1957-06-17,0,73,55,""FALSE"""
"1957-06-18,0,68,53,""FALSE"""
"1957-06-19,0,68,54,""FALSE"""
"1957-06-20,0.08,66,52,""TRUE"""
"1957-06-21,0,63,49,""FALSE"""
"1957-06-22,0,72,52,""FALSE"""
"1957-06-23,0,69,51,""FALSE"""
"1957-06-24,0,69,52,""FALSE"""
"1957-06-25,0.01,72,50,""TRUE"""
"1957-06-26,0.18,64,48,""TRUE"""
"1957-06-27,0.02,72,57,""TRUE"""
"1957-06-28,0,65,53,""FALSE"""
"1957-06-29,0,65,52,""FALSE"""
"1957-06-30,0,68,49,""FALSE"""
"1957-07-01,0,67,52,""FALSE"""
"1957-07-02,0,69,48,""FALSE"""
"1957-07-03,0,68,50,""FALSE"""
"1957-07-04,0,79,52,""FALSE"""
"1957-07-05,0,77,54,""FALSE"""
"1957-07-06,0.01,63,51,""TRUE"""
"1957-07-07,0,70,51,""FALSE"""
"1957-07-08,0.05,70,50,""TRUE"""
"1957-07-09,0.11,73,55,""TRUE"""
"1957-07-10,0.02,72,54,""TRUE"""
"1957-07-11,0,69,55,""FALSE"""
"1957-07-12,0,74,53,""FALSE"""
"1957-07-13,0.01,68,55,""TRUE"""
"1957-07-14,0.74,68,56,""TRUE"""
"1957-07-15,0,69,54,""FALSE"""
"1957-07-16,0.12,65,51,""TRUE"""
"1957-07-17,0,69,52,""FALSE"""
"1957-07-18,0,75,53,""FALSE"""
"1957-07-19,0,82,53,""FALSE"""
"1957-07-20,0,67,55,""FALSE"""
"1957-07-21,0,73,54,""FALSE"""
"1957-07-22,0,66,54,""FALSE"""
"1957-07-23,0.04,73,55,""TRUE"""
"1957-07-24,0,75,50,""FALSE"""
"1957-07-25,0,72,48,""FALSE"""
"1957-07-26,0,68,53,""FALSE"""
"1957-07-27,0,68,50,""FALSE"""
"1957-07-28,0,78,52,""FALSE"""
"1957-07-29,0,72,57,""FALSE"""
"1957-07-30,0,69,54,""FALSE"""
"1957-07-31,0,71,50,""FALSE"""
"1957-08-01,0,70,53,""FALSE"""
"1957-08-02,0,73,52,""FALSE"""
"1957-08-03,0.29,62,57,""TRUE"""
"1957-08-04,0,74,55,""FALSE"""
"1957-08-05,0.06,73,56,""TRUE"""
"1957-08-06,0.12,69,56,""TRUE"""
"1957-08-07,0.39,68,56,""TRUE"""
"1957-08-08,0.05,68,56,""TRUE"""
"1957-08-09,0.61,73,56,""TRUE"""
"1957-08-10,0.12,65,54,""TRUE"""
"1957-08-11,0,69,53,""FALSE"""
"1957-08-12,0,73,52,""FALSE"""
"1957-08-13,0,72,50,""FALSE"""
"1957-08-14,0,73,53,""FALSE"""
"1957-08-15,0,74,51,""FALSE"""
"1957-08-16,0,67,51,""FALSE"""
"1957-08-17,0,69,56,""FALSE"""
"1957-08-18,0,69,54,""FALSE"""
"1957-08-19,0,71,56,""FALSE"""
"1957-08-20,0,72,54,""FALSE"""
"1957-08-21,0,75,48,""FALSE"""
"1957-08-22,0,80,50,""FALSE"""
"1957-08-23,0,71,51,""FALSE"""
"1957-08-24,0,68,53,""FALSE"""
"1957-08-25,0,68,51,""FALSE"""
"1957-08-26,0,72,46,""FALSE"""
"1957-08-27,0,69,46,""FALSE"""
"1957-08-28,0,72,47,""FALSE"""
"1957-08-29,0,76,48,""FALSE"""
"1957-08-30,0,72,47,""FALSE"""
"1957-08-31,0,74,51,""FALSE"""
"1957-09-01,0,76,51,""FALSE"""
"1957-09-02,0,77,55,""FALSE"""
