Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,highway kpl,city kpl
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,29,22,204,2912,68.208,51.744
Acura,Integra,1999,regular unleaded,170,4,MANUAL,front wheel drive,4,"Luxury,Performance",Compact,Sedan,28,22,204,3381,65.856,51.744
Acura,Integra,1999,regular unleaded,170,4,MANUAL,front wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3355,65.856,51.744
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,29,22,204,2799,68.208,51.744
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,3130,65.856,51.744
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,22,204,3012,65.856,51.744
Acura,Integra,2000,regular unleaded,170,4,MANUAL,front wheel drive,4,"Luxury,Performance",Compact,Sedan,28,22,204,3622,65.856,51.744
Acura,Integra,2000,regular unleaded,170,4,MANUAL,front wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3652,65.856,51.744
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,22,204,3222,65.856,51.744
Acura,Integra,2000,regular unleaded,195,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,22,204,7398,65.856,51.744
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,3086,65.856,51.744
Acura,Integra,2001,premium unleaded (required),170,4,MANUAL,front wheel drive,4,"Luxury,Performance",Compact,Sedan,28,22,204,22600,65.856,51.744
Acura,Integra,2001,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,21050,65.856,51.744
Acura,Integra,2001,regular unleaded,140,4,MANUAL,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,22,204,19400,65.856,51.744
Acura,Integra,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,21,204,20200,65.856,49.392
Acura,Integra,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,22,204,21600,65.856,51.744
Acura,Integra,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,"Hatchback,Luxury",Compact,2dr Hatchback,28,21,204,21850,65.856,49.392
Acura,Integra,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,21,204,21000,65.856,49.392
Acura,Integra,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,21,204,22400,65.856,49.392
Acura,Integra,2001,premium unleaded (required),195,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,22,204,24450,65.856,51.744
Acura,Integra,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,22,204,20200,65.856,51.744
Acura,Integra,2001,premium unleaded (required),170,4,MANUAL,front wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,22300,65.856,51.744
Dodge,Intrepid,2002,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1851,27055,56.448,37.632
Dodge,Intrepid,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,18,1851,20810,61.152,42.336
Dodge,Intrepid,2002,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,24,16,1851,22970,56.448,37.632
Dodge,Intrepid,2003,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,17,1851,24875,58.8,39.984
Dodge,Intrepid,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,19,1851,21155,63.504,44.688
Dodge,Intrepid,2004,regular unleaded,234,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,17,1851,25415,58.8,39.984
Dodge,Intrepid,2004,regular unleaded,244,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,16,1851,25105,58.8,37.632
Dodge,Intrepid,2004,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,19,1851,21385,63.504,44.688
Oldsmobile,Intrigue,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,2233,61.152,39.984
Oldsmobile,Intrigue,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,2484,61.152,39.984
Oldsmobile,Intrigue,2000,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,2290,61.152,39.984
Oldsmobile,Intrigue,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,22515,61.152,39.984
Oldsmobile,Intrigue,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,26635,61.152,39.984
Oldsmobile,Intrigue,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,17,26,24270,61.152,39.984
Oldsmobile,Intrigue,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,26,28070,63.504,42.336
Oldsmobile,Intrigue,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,26,24580,63.504,42.336
Oldsmobile,Intrigue,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,18,26,23160,63.504,42.336
Scion,iQ,2013,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,36,105,15495,87.024,84.672
Scion,iQ,2014,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,36,105,17850,87.024,84.672
Scion,iQ,2014,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,36,105,15665,87.024,84.672
Scion,iQ,2015,regular unleaded,94,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,36,105,15665,87.024,84.672
Lexus,IS 200t,2016,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,33,22,454,37325,77.616,51.744
Lexus,IS 200t,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,22,454,37825,75.264,51.744
Lexus,IS 250 C,2013,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,30,21,454,42610,70.56,49.392
Lexus,IS 250 C,2014,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,30,21,454,42860,70.56,49.392
Lexus,IS 250 C,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,30,21,454,43360,70.56,49.392
Lexus,IS 250,2013,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,35065,70.56,49.392
Lexus,IS 250,2013,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,21,454,37525,63.504,49.392
Lexus,IS 250,2014,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,36100,70.56,49.392
Lexus,IS 250,2014,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454,38635,63.504,47.04
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,36550,70.56,49.392
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,41440,70.56,49.392
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454,39085,63.504,47.04
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454,43690,63.504,47.04
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Wagon,23,16,454,31105,54.096,37.632
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454,31105,54.096,37.632
Lexus,IS 300,2005,premium unleaded (required),215,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454,29735,54.096,37.632
Lexus,IS 300,2016,premium unleaded (required),255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,39700,61.152,44.688
Lexus,IS 300,2017,premium unleaded (required),255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,40200,61.152,44.688
Lexus,IS 350 C,2013,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454,46890,63.504,44.688
Lexus,IS 350 C,2014,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454,47140,63.504,44.688
Lexus,IS 350 C,2015,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454,47640,63.504,44.688
Lexus,IS 350,2014,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454,39615,65.856,44.688
Lexus,IS 350,2014,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,41850,61.152,44.688
Lexus,IS 350,2015,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40065,65.856,44.688
Lexus,IS 350,2015,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,42300,61.152,44.688
Lexus,IS 350,2016,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454,43035,61.152,44.688
Lexus,IS 350,2016,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40870,65.856,44.688
Lexus,IS F,2012,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61300,54.096,37.632
Lexus,IS F,2013,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61750,54.096,37.632
Lexus,IS F,2014,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,63600,54.096,37.632
Infiniti,J30,1995,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2000,51.744,37.632
Infiniti,J30,1996,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2000,51.744,37.632
Infiniti,J30,1996,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2000,51.744,37.632
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2081,51.744,37.632
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2032,51.744,37.632
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2081,51.744,37.632
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190,2000,51.744,37.632
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25270,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26195,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,24170,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29525,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27295,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27295,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,28200,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,24170,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26420,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27520,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29300,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25045,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29300,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26195,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,28425,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,28200,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,23945,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27520,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,28425,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25045,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,23945,77.616,51.744
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25270,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29525,75.264,56.448
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26420,77.616,51.744
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,24535,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,30875,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,28555,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,29775,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,28855,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27925,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,27455,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,30875,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25635,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,29775,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,27455,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,28855,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25635,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,24535,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,26825,77.616,54.096
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,28555,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,27925,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29955,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29955,75.264,56.448
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,26825,77.616,54.096
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,26990,112.896,98.784
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,24995,112.896,98.784
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,29325,112.896,98.784
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31180,112.896,98.784
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31895,112.896,98.784
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,25560,112.896,98.784
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,27645,112.896,98.784
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,30245,112.896,98.784
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,24210,72.912,56.448
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,21295,72.912,56.448
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,28120,98.784,70.56
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,24210,72.912,56.448
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,21295,72.912,56.448
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20195,77.616,54.096
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20195,77.616,54.096
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,28390,91.728,68.208
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,29220,91.728,68.208
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,25960,72.912,56.448
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,26640,91.728,68.208
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,25960,72.912,56.448
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,25540,98.784,70.56
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,27290,98.784,70.56
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,21695,72.912,56.448
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,21695,72.912,56.448
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,29495,91.728,68.208
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20595,77.616,54.096
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,28395,98.784,70.56
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,26895,91.728,68.208
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20595,77.616,54.096
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,28695,91.728,68.208
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,24395,72.912,56.448
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,26195,72.912,56.448
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,26195,72.912,56.448
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873,24395,72.912,56.448
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,27595,98.784,70.56
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,25795,98.784,70.56
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20995,77.616,54.096
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,27665,91.728,68.208
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,30265,91.728,68.208
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,29165,98.784,70.56
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,26685,70.56,54.096
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,24885,70.56,54.096
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,22095,70.56,54.096
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,26685,70.56,54.096
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873,20995,77.616,54.096
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,26565,98.784,70.56
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,24885,70.56,54.096
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873,22095,70.56,54.096
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,29465,91.728,68.208
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,28365,98.784,70.56
